id	rank	name	childcount	min	max	mode	median	mean	stddev	sum16slist
11366	genus	Mycoplasma	144	1	3	1	1.0	1.48	0.58	[1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 2, 2, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 2, 2, 2, 1, 2, 2, 3, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 3, 2]
11367	genus	Euzebya	1	2	2	2	2	2.00	0.00	[2]
11368	genus	Dictyoglomus	2	2	2	2	2.0	2.00	0.00	[2, 2]
11369	genus	Dialister	2	5	5	5	5.0	5.00	0.00	[5, 5]
11370	genus	Frischella	1	4	4	4	4	4.00	0.00	[4]
11371	genus	Kordia	1	3	3	3	3	3.00	0.00	[3]
11372	genus	Natronomonas	2	1	1	1	1.0	1.00	0.00	[1, 1]
11373	genus	Streptosporangium	1	6	6	6	6	6.00	0.00	[6]
11374	genus	Halomonas	14	1	6	6	6.0	5.00	1.41	[4, 6, 6, 4, 1, 4, 4, 6, 6, 6, 5, 6, 6, 6]
11375	genus	Cesiribacter	1	5	5	5	5	5.00	0.00	[5]
11376	genus	Haloferax	3	2	2	2	2	2.00	0.00	[2, 2, 2]
11377	genus	Rhodovulum	5	3	3	3	3	3.00	0.00	[3, 3, 3, 3, 3]
11378	genus	Olleya	2	4	4	4	4.0	4.00	0.00	[4, 4]
11379	genus	Granulicella	2	1	1	1	1.0	1.00	0.00	[1, 1]
11380	genus	Halohasta	1	2	2	2	2	2.00	0.00	[2]
11381	genus	Syntrophus	1	1	1	1	1	1.00	0.00	[1]
11382	genus	Bartonella	22	2	3	2	2.0	2.05	0.21	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2]
11383	genus	Thermoanaerobacter	8	4	4	4	4.0	4.00	0.00	[4, 4, 4, 4, 4, 4, 4, 4]
11384	genus	Thermodesulfobium	2	2	2	2	2.0	2.00	0.00	[2, 2]
11385	genus	Roseibacterium	1	2	2	2	2	2.00	0.00	[2]
11386	genus	Renibacterium	3	2	2	2	2	2.00	0.00	[2, 2, 2]
11387	genus	Mogibacterium	1	2	2	2	2	2.00	0.00	[2]
11388	genus	Sphaerobacter	1	2	2	2	2	2.00	0.00	[2]
11389	genus	Alkanindiges	1	4	4	4	4	4.00	0.00	[4]
11390	genus	Mucinivorans	1	2	2	2	2	2.00	0.00	[2]
11391	genus	Blastomonas	2	2	2	2	2.0	2.00	0.00	[2, 2]
11392	genus	Chondromyces	1	3	3	3	3	3.00	0.00	[3]
11393	genus	Tolumonas	1	8	8	8	8	8.00	0.00	[8]
11394	genus	Veillonella	4	4	4	4	4.0	4.00	0.00	[4, 4, 4, 4]
11395	genus	Vibrio	162	6	15	12	10.0	10.20	1.80	[8, 9, 8, 11, 7, 8, 7, 11, 9, 8, 7, 7, 9, 11, 7, 9, 8, 11, 11, 12, 11, 7, 10, 8, 8, 6, 9, 12, 11, 10, 8, 10, 8, 7, 8, 10, 7, 10, 10, 8, 12, 7, 12, 10, 11, 11, 11, 10, 12, 9, 14, 11, 11, 11, 10, 11, 9, 9, 12, 12, 12, 12, 13, 10, 13, 9, 11, 9, 12, 10, 8, 12, 12, 9, 11, 8, 9, 10, 9, 8, 9, 10, 10, 12, 12, 11, 12, 9, 12, 12, 11, 12, 14, 12, 12, 12, 12, 12, 12, 12, 12, 12, 7, 8, 11, 13, 9, 10, 10, 9, 11, 13, 9, 10, 8, 8, 9, 11, 10, 9, 8, 10, 9, 8, 10, 12, 11, 12, 12, 9, 12, 12, 12, 7, 12, 11, 10, 12, 13, 12, 12, 9, 9, 11, 10, 10, 12, 12, 9, 11, 12, 15, 11, 11, 12, 11, 11, 10, 6, 9, 9, 9]
11396	genus	Candidatus Endomicrobium	2	1	1	1	1.0	1.00	0.00	[1, 1]
11397	genus	Kytococcus	1	2	2	2	2	2.00	0.00	[2]
11398	genus	Castellaniella	1	2	2	2	2	2.00	0.00	[2]
11399	genus	Sneathia	1	3	3	3	3	3.00	0.00	[3]
11400	genus	Devriesea	1	2	2	2	2	2.00	0.00	[2]
11401	genus	Intestinimonas	1	2	2	2	2	2.00	0.00	[2]
11402	genus	Thermomonospora	1	4	4	4	4	4.00	0.00	[4]
11403	genus	Halorubrum	2	2	3		2.5	2.50	0.50	[3, 2]
11404	genus	Modestobacter	1	3	3	3	3	3.00	0.00	[3]
11405	genus	GpVI	2	2	2	2	2.0	2.00	0.00	[2, 2]
11406	genus	Turicibacter	1	12	12	12	12	12.00	0.00	[12]
11407	genus	Hartmannibacter	1	2	2	2	2	2.00	0.00	[2]
11408	genus	Prevotella	24	3	5	4	4.0	4.00	0.29	[4, 4, 4, 4, 5, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
11409	genus	Methanosarcina	23	3	3	3	3	3.00	0.00	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
11410	genus	Methanococcoides	2	3	3	3	3.0	3.00	0.00	[3, 3]
11411	genus	Desulfotalea	1	7	7	7	7	7.00	0.00	[7]
11412	genus	Halobacillus	3	7	7	7	7	7.00	0.00	[7, 7, 7]
11413	genus	Thermocrinis	2	1	1	1	1.0	1.00	0.00	[1, 1]
11414	genus	Zhongshania	1	3	3	3	3	3.00	0.00	[3]
11415	genus	Macrococcus	4	4	5	5	5.0	4.75	0.43	[4, 5, 5, 5]
11416	genus	Olivibacter	1	4	4	4	4	4.00	0.00	[4]
11417	genus	Opitutus	5	1	2	1	1	1.20	0.40	[1, 1, 2, 1, 1]
11418	genus	Methanolobus	1	3	3	3	3	3.00	0.00	[3]
11419	genus	Sediminicola	1	3	3	3	3	3.00	0.00	[3]
11420	genus	Aeromicrobium	3	2	2	2	2	2.00	0.00	[2, 2, 2]
11421	genus	Bdellovibrio	6	1	2		1.5	1.50	0.50	[2, 2, 1, 2, 1, 1]
11422	genus	Staphylococcus	421	1	8	6	6	5.62	0.75	[5, 5, 5, 6, 5, 5, 5, 6, 5, 5, 6, 5, 6, 6, 6, 5, 5, 6, 5, 6, 5, 6, 5, 5, 5, 5, 6, 4, 6, 4, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 6, 6, 5, 5, 5, 5, 5, 5, 7, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 5, 4, 7, 5, 6, 6, 6, 6, 5, 6, 5, 5, 5, 5, 5, 5, 6, 6, 5, 6, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 7, 6, 5, 6, 6, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 5, 5, 6, 7, 5, 4, 5, 6, 6, 6, 6, 5, 5, 5, 5, 4, 5, 6, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 5, 6, 5, 5, 5, 5, 6, 6, 7, 7, 6, 5, 7, 5, 6, 6, 6, 5, 6, 6, 6, 5, 6, 6, 6, 6, 5, 6, 5, 6, 5, 5, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 5, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 5, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 6, 1, 1, 1, 5, 6, 6, 6, 1, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 5, 5, 6, 6, 6, 6, 5, 5, 6, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 5, 7, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 1, 6, 6, 6, 6, 6, 6, 6, 6, 8, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 5, 5, 5]
11423	genus	Dokdonia	4	3	3	3	3.0	3.00	0.00	[3, 3, 3, 3]
11424	genus	Rhodobacter	12	2	4	4	3.5	3.42	0.64	[4, 4, 4, 4, 3, 3, 3, 4, 3, 2, 3, 4]
11425	genus	Propionimicrobium	1	2	2	2	2	2.00	0.00	[2]
11426	genus	Serinicoccus	1	2	2	2	2	2.00	0.00	[2]
11427	genus	Anaerostipes	1	9	9	9	9	9.00	0.00	[9]
11428	genus	Salinicola	1	5	5	5	5	5.00	0.00	[5]
11429	genus	Sphingorhabdus	5	1	2	2	2	1.80	0.40	[2, 2, 2, 2, 1]
11430	genus	Methanoregula	2	1	1	1	1.0	1.00	0.00	[1, 1]
11431	genus	Hydrogenobacter	2	1	1	1	1.0	1.00	0.00	[1, 1]
11432	genus	Streptobacillus	2	5	5	5	5.0	5.00	0.00	[5, 5]
11433	genus	Prosthecochloris	5	1	2	2	2	1.80	0.40	[2, 1, 2, 2, 2]
11434	genus	Rhizobium	66	3	6	3	3.0	3.24	0.58	[3, 3, 4, 3, 3, 3, 4, 3, 3, 3, 3, 5, 3, 3, 4, 3, 3, 3, 3, 3, 3, 5, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 6, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 4, 4, 4, 3, 3, 3, 3, 4]
11435	genus	Caldithrix	1	1	1	1	1	1.00	0.00	[1]
11436	genus	Cobetia	2	7	7	7	7.0	7.00	0.00	[7, 7]
11437	genus	Marinobacterium	1	6	6	6	6	6.00	0.00	[6]
11438	genus	Solitalea	1	4	4	4	4	4.00	0.00	[4]
11439	genus	Desulfurella	1	2	2	2	2	2.00	0.00	[2]
11440	genus	Thiolapillus	1	1	1	1	1	1.00	0.00	[1]
11441	genus	Salinarchaeum	1	1	1	1	1	1.00	0.00	[1]
11442	genus	Cellulosimicrobium	2	3	3	3	3.0	3.00	0.00	[3, 3]
11443	genus	Cedecea	2	7	7	7	7.0	7.00	0.00	[7, 7]
11444	genus	Sulfitobacter	6	1	3	1	1.5	1.67	0.75	[2, 2, 1, 1, 1, 3]
11445	genus	Neorickettsia	3	1	1	1	1	1.00	0.00	[1, 1, 1]
11446	genus	Tatumella	3	7	7	7	7	7.00	0.00	[7, 7, 7]
11447	genus	Flavobacterium	31	1	13	6	5	4.74	2.36	[6, 6, 5, 3, 4, 6, 6, 6, 1, 1, 1, 1, 4, 13, 6, 5, 5, 7, 5, 7, 3, 6, 6, 3, 3, 6, 3, 6, 3, 4, 6]
11448	genus	Peptoniphilus	1	4	4	4	4	4.00	0.00	[4]
11449	genus	Gordonia	8	2	4	3	3.0	3.25	0.66	[2, 3, 3, 4, 3, 4, 4, 3]
11450	genus	Methylococcus	1	2	2	2	2	2.00	0.00	[2]
11451	genus	Caulobacter	10	2	2	2	2.0	2.00	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
11452	genus	Marinitoga	2	3	3	3	3.0	3.00	0.00	[3, 3]
11453	genus	Chromohalobacter	1	5	5	5	5	5.00	0.00	[5]
11454	genus	Lacinutrix	3	2	2	2	2	2.00	0.00	[2, 2, 2]
11455	genus	Rhodobaca	1	3	3	3	3	3.00	0.00	[3]
11456	genus	Kangiella	4	2	2	2	2.0	2.00	0.00	[2, 2, 2, 2]
11457	genus	Kitasatospora	3	9	11	9	9	9.67	0.94	[9, 9, 11]
11458	genus	Micropruina	1	1	1	1	1	1.00	0.00	[1]
11459	genus	Melissococcus	1	4	4	4	4	4.00	0.00	[4]
11460	genus	Planomicrobium	1	9	9	9	9	9.00	0.00	[9]
11461	genus	Verrucosispora	1	3	3	3	3	3.00	0.00	[3]
11462	genus	Clavibacter	7	2	2	2	2	2.00	0.00	[2, 2, 2, 2, 2, 2, 2]
11463	genus	Alcanivorax	5	2	3	2	2	2.40	0.49	[3, 2, 2, 3, 2]
11464	genus	Psychroflexus	1	3	3	3	3	3.00	0.00	[3]
11465	genus	Trichococcus	1	6	6	6	6	6.00	0.00	[6]
11466	genus	Moraxella	16	4	4	4	4.0	4.00	0.00	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
11467	genus	Aquabacterium	2	3	4		3.5	3.50	0.50	[3, 4]
11468	genus	Simonsiella	1	5	5	5	5	5.00	0.00	[5]
11469	genus	Spongiibacterium	1	2	2	2	2	2.00	0.00	[2]
11470	genus	Xylella	17	2	2	2	2	2.00	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
11471	genus	Catenulispora	1	3	3	3	3	3.00	0.00	[3]
11472	genus	Magnetospirillum	6	2	2	2	2.0	2.00	0.00	[2, 2, 2, 2, 2, 2]
11473	genus	Desulfobacula	1	4	4	4	4	4.00	0.00	[4]
11474	genus	Calditerrivibrio	1	2	2	2	2	2.00	0.00	[2]
11475	genus	Halioglobus	1	2	2	2	2	2.00	0.00	[2]
11476	genus	Methanoculleus	4	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1]
11477	genus	Chloroherpeton	1	1	1	1	1	1.00	0.00	[1]
11478	genus	Intrasporangium	2	2	2	2	2.0	2.00	0.00	[2, 2]
11479	genus	Anaerococcus	2	3	4		3.5	3.50	0.50	[4, 3]
11480	genus	Arthrobacter	24	4	9	6	6.0	5.71	1.17	[6, 5, 4, 5, 6, 6, 7, 6, 6, 6, 6, 6, 8, 6, 5, 4, 5, 6, 6, 6, 4, 9, 4, 5]
11481	genus	Haloplanus	2	2	2	2	2.0	2.00	0.00	[2, 2]
11482	genus	Rickettsia	62	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
11483	genus	Tsukamurella	2	2	2	2	2.0	2.00	0.00	[2, 2]
11484	genus	Desulfomonile	1	1	1	1	1	1.00	0.00	[1]
11485	genus	Desulfurivibrio	1	2	2	2	2	2.00	0.00	[2]
11486	genus	Stenotrophomonas	28	2	4	4	4.0	3.64	0.61	[4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2, 3, 4, 4, 4, 4, 4, 2, 4, 3, 4, 3, 4, 4, 3, 4, 4, 3]
11487	genus	Legionella	104	3	4	3	3.0	3.08	0.27	[3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 4, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 4, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3]
11488	genus	Gemmata	2	3	5		4.0	4.00	1.00	[3, 5]
11489	genus	Tropheryma	2	1	1	1	1.0	1.00	0.00	[1, 1]
11490	genus	Chelatococcus	2	2	2	2	2.0	2.00	0.00	[2, 2]
11491	genus	Halolamina	1	2	2	2	2	2.00	0.00	[2]
11492	genus	Truepera	1	2	2	2	2	2.00	0.00	[2]
11493	genus	Solibacillus	2	12	12	12	12.0	12.00	0.00	[12, 12]
11494	genus	Victivallis	1	4	4	4	4	4.00	0.00	[4]
11495	genus	Palaeococcus	1	2	2	2	2	2.00	0.00	[2]
11496	genus	Acidianus	4	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1]
11497	genus	Thermovibrio	1	3	3	3	3	3.00	0.00	[3]
11498	genus	Caldivirga	1	1	1	1	1	1.00	0.00	[1]
11499	genus	Shewanella	36	8	14	10	9.0	9.39	1.30	[8, 9, 9, 9, 8, 8, 8, 10, 8, 8, 10, 12, 11, 10, 10, 10, 10, 14, 9, 10, 8, 10, 9, 10, 9, 8, 9, 8, 9, 10, 10, 10, 8, 10, 8, 11]
11500	genus	Natranaerobius	1	4	4	4	4	4.00	0.00	[4]
11501	genus	Neoasaia	1	4	4	4	4	4.00	0.00	[4]
11502	genus	Pseudonocardia	7	3	4	4	4	3.57	0.49	[3, 4, 4, 3, 4, 4, 3]
11503	genus	Xenorhabdus	6	7	7	7	7.0	7.00	0.00	[7, 7, 7, 7, 7, 7]
11504	genus	Sphingobium	15	2	4	2	3	2.67	0.70	[3, 3, 2, 2, 3, 4, 2, 3, 2, 2, 3, 2, 3, 2, 4]
11505	genus	Gibbsiella	1	7	7	7	7	7.00	0.00	[7]
11506	genus	Mariprofundus	2	1	2		1.5	1.50	0.50	[2, 1]
11507	genus	Nitratiruptor	1	3	3	3	3	3.00	0.00	[3]
11508	genus	Hyphomonas	2	1	1	1	1.0	1.00	0.00	[1, 1]
11509	genus	Saprospira	1	3	3	3	3	3.00	0.00	[3]
11510	genus	Xiphinematobacter	1	1	1	1	1	1.00	0.00	[1]
11511	genus	Pantoea	17	4	7	7	7	6.82	0.71	[7, 7, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
11512	genus	Pseudoalteromonas	30	7	12		9.0	8.90	1.27	[9, 8, 7, 9, 8, 7, 9, 8, 9, 9, 10, 12, 12, 12, 10, 9, 9, 8, 8, 10, 8, 8, 8, 8, 9, 8, 9, 9, 9, 8]
11513	genus	Dermabacter	1	3	3	3	3	3.00	0.00	[3]
11514	genus	Thermobispora	1	4	4	4	4	4.00	0.00	[4]
11515	genus	GpX	7	2	2	2	2	2.00	0.00	[2, 2, 2, 2, 2, 2, 2]
11516	genus	Fluviicola	1	2	2	2	2	2.00	0.00	[2]
11517	genus	Murdochiella	2	2	3		2.5	2.50	0.50	[2, 3]
11518	genus	Edwardsiella	14	7	10	8	8.0	8.29	0.80	[8, 8, 8, 7, 8, 8, 9, 9, 10, 9, 8, 9, 8, 7]
11519	genus	Aquimarina	3	3	3	3	3	3.00	0.00	[3, 3, 3]
11520	genus	Marichromatium	1	3	3	3	3	3.00	0.00	[3]
11521	genus	Gallibacterium	1	6	6	6	6	6.00	0.00	[6]
11522	genus	Thermosphaera	1	1	1	1	1	1.00	0.00	[1]
11523	genus	Ottowia	1	3	3	3	3	3.00	0.00	[3]
11524	genus	Beutenbergia	1	2	2	2	2	2.00	0.00	[2]
11525	genus	Caldisericum	1	1	1	1	1	1.00	0.00	[1]
11526	genus	Pandoraea	19	2	4	4	4	3.68	0.65	[4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 2, 4, 4, 4, 4, 4, 2, 4, 4]
11527	genus	Croceicoccus	2	1	2		1.5	1.50	0.50	[1, 2]
11528	genus	Acidiferrobacter	3	1	1	1	1	1.00	0.00	[1, 1, 1]
11529	genus	Megasphaera	5	6	7	7	7	6.60	0.49	[7, 7, 7, 6, 6]
11530	genus	Gynuella	1	4	4	4	4	4.00	0.00	[4]
11531	genus	Xylanimonas	1	3	3	3	3	3.00	0.00	[3]
11532	genus	Thalassolituus	3	3	4	4	4	3.67	0.47	[4, 4, 3]
11533	genus	Methylosinus	1	3	3	3	3	3.00	0.00	[3]
11534	genus	Melaminivora	1	3	3	3	3	3.00	0.00	[3]
11535	genus	Martelella	3	2	3	3	3	2.67	0.47	[3, 3, 2]
11536	genus	Halopiger	1	3	3	3	3	3.00	0.00	[3]
11537	genus	Candidatus Koribacter	1	1	1	1	1	1.00	0.00	[1]
11538	genus	Bordetella	410	3	5	3	3.0	3.01	0.13	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 3, 3, 3, 3]
11539	genus	Rhodomicrobium	1	2	2	2	2	2.00	0.00	[2]
11540	genus	Methyloversatilis	1	2	2	2	2	2.00	0.00	[2]
11541	genus	Runella	2	2	3		2.5	2.50	0.50	[2, 3]
11542	genus	Hirschia	1	2	2	2	2	2.00	0.00	[2]
11543	genus	Raoultella	8	8	8	8	8.0	8.00	0.00	[8, 8, 8, 8, 8, 8, 8, 8]
11544	genus	Acinetobacter	157	1	7	6	6	6.06	0.65	[6, 6, 6, 7, 6, 6, 6, 6, 2, 6, 6, 4, 6, 6, 6, 6, 6, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 7, 7, 7, 6, 6, 6, 6, 6, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 7, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6]
11545	genus	Methanobacterium	10	2	3	2	2.0	2.20	0.40	[2, 3, 2, 2, 2, 2, 2, 2, 2, 3]
11546	genus	Adlercreutzia	1	2	2	2	2	2.00	0.00	[2]
11547	genus	Dinoroseobacter	1	2	2	2	2	2.00	0.00	[2]
11548	genus	Oceanimonas	1	7	7	7	7	7.00	0.00	[7]
11549	genus	Gluconacetobacter	2	4	4	4	4.0	4.00	0.00	[4, 4]
11550	genus	Streptacidiphilus	1	8	8	8	8	8.00	0.00	[8]
11551	genus	Oligotropha	3	1	1	1	1	1.00	0.00	[1, 1, 1]
11552	genus	Christensenella	1	3	3	3	3	3.00	0.00	[3]
11553	genus	Ralstonia	50	2	4	4	3.0	3.40	0.63	[4, 3, 3, 3, 3, 2, 3, 2, 3, 3, 2, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 2, 3, 3, 4, 3, 3, 3, 4, 4, 4, 3, 4, 4, 3, 4, 4, 3, 4, 3, 3, 4, 3, 3, 3, 4, 4, 4, 4, 4]
11554	genus	Thermobacillus	1	5	5	5	5	5.00	0.00	[5]
11555	genus	Cellulophaga	6	4	5	4	4.0	4.17	0.37	[5, 4, 4, 4, 4, 4]
11556	genus	Dehalococcoides	24	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
11557	genus	Fibrobacter	2	3	3	3	3.0	3.00	0.00	[3, 3]
11558	genus	Simkania	1	1	1	1	1	1.00	0.00	[1]
11559	genus	Thermogutta	1	1	1	1	1	1.00	0.00	[1]
11560	genus	Acetoanaerobium	1	6	6	6	6	6.00	0.00	[6]
11561	genus	Thermovirga	1	3	3	3	3	3.00	0.00	[3]
11562	genus	Haloterrigena	5	2	3	3	3	2.80	0.40	[3, 3, 2, 3, 3]
11563	genus	Methylocystis	2	1	2		1.5	1.50	0.50	[1, 2]
11564	genus	Oceanobacillus	4	7	10	10	9.0	8.75	1.30	[7, 8, 10, 10]
11565	genus	Pseudogulbenkiania	1	8	8	8	8	8.00	0.00	[8]
11566	genus	Clostridium IV	3	2	4		3	3.00	0.82	[4, 2, 3]
11567	genus	Cellulomonas	4	2	2	2	2.0	2.00	0.00	[2, 2, 2, 2]
11568	genus	Coprothermobacter	1	2	2	2	2	2.00	0.00	[2]
11569	genus	Ferrimonas	1	7	7	7	7	7.00	0.00	[7]
11570	genus	Ochrobactrum	5	4	5	4	4	4.40	0.49	[4, 4, 5, 5, 4]
11571	genus	Olsenella	3	1	2	2	2	1.67	0.47	[1, 2, 2]
11572	genus	Metallosphaera	8	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1]
11573	genus	Kyrpidia	2	5	5	5	5.0	5.00	0.00	[5, 5]
11574	genus	Psychromonas	2	10	10	10	10.0	10.00	0.00	[10, 10]
